material_type,lathe_efficiency,machine_hours,energy_consumption,temperature,humidity,machine_type,operational_settings,wastage,certifications,safety_incidents,recycling_rate,first_pass_yield,downtime_duration,tool_maintenance_frequency,scrap_handling_efficiency,rd_investment,packaging_waste,lifecycle_analysis,renewable_energy,surface_emissions,return_rate,painting_emissions,heating_energy,inventory_turnover,distance_to_suppliers,carbon_capture_efficiency,secondary_process_emissions,worker_experience,tool_wear_level,supplier_reliability,on_time_delivery_rate,training_hours,factory_age,environmental_fines,automation_ratio,water_usage,scrap_rate,energy_source,shift_timing,transport_emissions,machines_in_operation,turnover_rate,compressor_efficiency,ventilation_usage,inspection_accuracy,noise_level,num_shifts,maintenance_downtime,customer_complaints,cooling_energy,labor_hours_per_unit,material_defect_rate,production_volume,cycle_time,calibration_frequency,startup_emissions,factory_location,operator_skill,renewable_energy_utilization,machine_age,supply_chain_emissions,water_reuse_rate,product_weight,batch_size,supply_chain_complexity,num_suppliers,inspection_frequency,training_costs,process_variability,packaging_material,hazardous_waste,line_speed,smart_sensor_usage,cooling_water_temp,workstation_count,logistics_emissions,lean_practices_frequency,power_outage_frequency,labor_costs,supplier_proximity,govt_subsidy_access,regulatory_inspections,scrap_reuse_rate,generator_fuel_consumption,skilled_labor_availability,component_type,raw_material_cost,pollution_control,quality_audit_frequency,local_transport_emissions,worker_wage,sustainability_awareness,CO2_emissions
Steel,0.798780705,8.010147089,43.48179343,23.59021616,46.71848418,Lathe_B,Setting_1,0.012811774,ISO_14001,Minor,0.217631496,0.972801183,0.53817273,2.363798076,0.555189155,0.076656117,2.885582499,Basic,0.810634744,2.628354156,0.02529183,1.467902826,21.34374321,7.067314359,398.6254918,0.922323794,6.069581085,Beginner,11.38116878,0.811529149,0.954955122,24.95207567,43.98667174,32262.31156,0.897286603,4.367428695,0.001929143,Wind,Night,0.03975637,46,0.285019531,0.934846959,23.76526223,0.927034902,63.47131902,2,1.557757466,2,24.25707124,0.33052299,0.055977584,146.2222676,61.56653075,10.07769445,1.251534311,Urban,Low,0.674127568,5.337020334,35.27881998,0.893823909,10.16701774,125,Simple,10,22.68092001,3208.407316,0.062114892,Cardboard,2.670596835,2.075509155,Medium,27.09870911,64,91.5745851,0.550546816,8.644290141,655.5964293,230.981265,Partial,0.934626347,0.40247853,14.01968783,Low,Brake Systems,112.8657793,None,3.2012539,4.725640304,432.9644622,Moderate,693.2122002
Steel,0.758388732,12.65836643,87.78905365,28.47073952,55.2534988,CNC_1,Setting_1,0.105616125,ISO_14001,Minor,0.054992288,0.932578784,0.814571921,3.111404557,0.729947806,0.092489154,8.428694589,Basic,0.246296077,1.110253592,0.004103868,1.365415326,45.7981499,10.62324885,307.3237989,0.780927017,9.324548635,Beginner,95.60273777,0.835086158,0.772564842,13.6842835,13.38599256,36331.47952,0.208434596,4.758556054,0.168402298,Grid Electricity,Evening,0.097539628,38,0.111114989,0.762403016,6.953241949,0.909716956,87.14534392,1,1.499148114,3,78.59757458,0.591785927,0.088344448,877.7794813,41.0372968,1.027873536,4.984620116,Rural,Low,0.157088538,12.88813368,10.76443986,0.534990766,30.69880182,375,Complex,5,3.822881912,4305.819626,0.060254637,None,3.108987295,1.35795888,High,17.28218574,17,84.85438373,0.809009584,0.308959267,572.503289,100.3481278,Partial,7.906056575,0.436571879,18.33259134,Low,Brake Systems,102.8335715,Basic,1.656111117,2.543228721,513.747903,None,941.3761813
Composite,0.829021383,5.751997622,83.01410803,20.50265712,64.05602294,Milling_A,Setting_2,0.017808632,ISO_9001,Major,0.116784732,0.93382488,1.797738697,8.130111057,0.691425213,0.091803156,0.208505059,Basic,0.70063125,1.457559126,0.031745558,1.920192365,46.41681305,4.893211219,294.9395699,0.402361777,1.305989088,Intermediate,8.379303075,0.864915661,0.520557625,20.2887325,21.39266359,37197.30604,0.324050835,1.439548242,0.199154423,Hydro,Day,0.082145286,18,0.192913405,0.827705569,0.301702717,0.919929377,57.73768993,1,1.117148298,3,79.62266314,1.573191199,0.002634701,755.3987012,77.90820107,9.525538487,6.795821793,Urban,Medium,0.03212077,12.65270271,14.13752822,0.562755909,45.30598523,152,Simple,11,6.739017335,3927.894328,0.00249553,None,3.644709756,0.593589358,Low,27.45716051,59,56.59597841,0.150252569,3.267794086,498.9879629,366.7110667,Partial,3.10611841,0.067783486,11.17850789,Moderate,Chassis,60.27555899,None,3.626633971,1.751741635,320.9265725,High,824.9370614
Aluminum,0.940043055,4.66860803,134.5311323,28.98204905,43.74627554,Milling_A,Setting_1,0.088773583,ISO_9001,Minor,0.323029286,0.96156454,0.779186545,3.378466203,0.764344993,0.093225936,4.434544409,Advanced,0.21844114,2.608076549,0.024923374,1.017539693,21.21412775,7.70458387,411.8594771,0.685024501,6.80748485,Intermediate,97.10272543,0.933094614,0.580475889,10.55880953,42.33933353,10222.15173,0.978295755,8.695151054,0.16451527,Hydro,Evening,0.031564645,35,0.089082553,0.695667071,23.46703266,0.918056565,99.71922322,1,0.404794417,2,12.73123067,0.541803076,0.043675719,612.7212765,189.8873003,2.956354779,3.838154845,Urban,Medium,0.902319055,11.48563514,34.12078205,0.227396136,20.74061862,223,Simple,11,16.88493166,2195.554316,0.017401409,Plastic,0.564762141,0.506500139,High,17.61145809,73,62.50173811,0.627318443,8.438988136,571.2804228,375.3556912,Yes,0.233056349,0.305279338,11.18398402,Low,Chassis,190.705739,Advanced,3.586897378,3.219869734,490.3303556,Moderate,1156.492628
Aluminum,0.896785452,13.05294279,87.99372431,31.31068323,56.07116885,Milling_A,Setting_1,0.123528929,ISO_14001,None,0.328001655,0.947492271,0.456907169,10.98233303,0.899223948,0.029500225,5.934075416,Advanced,0.711312441,0.226643245,0.014349569,0.184957092,48.99734918,14.72858124,435.6956687,0.373764785,6.12725116,Expert,29.01257454,0.931599857,0.734349138,45.95412341,12.77180457,15098.86573,0.875162766,2.022165141,0.166914312,Hydro,Night,0.069361525,33,0.098694031,0.654047775,1.20633393,0.988152975,65.44795427,2,0.09489484,2,36.00862345,1.365441541,0.060912357,873.8488019,131.9980964,7.481246412,7.431765013,Urban,Low,0.129319688,13.3054231,5.621032955,0.310941698,32.87556253,168,Moderate,7,4.316044881,2131.559728,0.018450637,None,2.404299119,3.30759295,Low,12.03579973,31,71.46016795,0.010042017,1.916520636,223.3447547,12.33330802,Partial,7.827123672,0.203659605,18.09439983,Low,Electrical,121.7993451,Basic,1.020754988,1.923340581,787.1814401,Moderate,891.0872555
Composite,0.780931068,8.097641417,106.8041352,29.3803776,55.87604344,Lathe_A,Setting_2,0.066956758,None,None,0.224633698,0.918354507,1.819280306,11.37840697,0.524146518,0.095396961,6.290889725,None,0.282669446,3.674856064,0.03195213,0.991334124,19.09733169,7.258967483,328.3317029,0.635626968,9.057080105,Intermediate,77.73740461,0.947614121,0.712647568,49.42902662,21.44716882,28433.85906,0.904993755,3.187252551,0.199962298,Solar,Day,0.07426666,41,0.041618279,0.768647826,10.95175033,0.925066745,95.4922923,3,1.634776523,6,35.97783037,1.43767762,0.097392589,624.1140305,108.5416174,4.763752344,3.352714596,Rural,Low,0.442063692,16.2792599,31.4394547,0.841626528,21.78301734,311,Complex,16,9.830580716,3643.51754,0.079795453,Metal,1.615826174,3.581838039,Low,20.64969211,9,91.93514973,0.889089577,1.267647508,600.1686681,214.4035642,Yes,7.039908455,0.234450628,16.50319248,Low,Brake Systems,87.0354991,None,3.831291898,4.495632888,679.5296837,None,1006.441088
Plastic,0.759809039,14.84630969,85.11444816,28.98546948,55.60113742,Milling_A,Setting_2,0.188092657,None,Major,0.580408322,0.930900148,1.389074712,10.41988593,0.975536261,0.067556813,8.392542062,None,0.626628888,4.628315943,0.039803472,1.092964806,19.22047857,10.8956448,104.3578039,0.965126579,3.322897821,Beginner,19.42696536,0.872142408,0.849454024,29.22820941,3.456959707,30456.30664,0.533621281,6.879024335,0.148270411,Solar,Day,0.093301118,48,0.257586032,0.712304075,4.400674659,0.962183436,91.95613012,1,1.191360524,1,82.9198132,1.65995027,0.009916695,207.8806287,65.6161277,4.721677118,6.584721832,Rural,Low,0.179487814,19.30754084,20.83467018,0.019081382,18.23082799,166,Simple,15,26.08469648,3336.197476,0.02099523,Cardboard,0.871288653,4.117079462,High,13.8091136,93,9.096705088,0.358999393,5.620508116,506.6894553,485.0709234,Partial,4.356250447,0.064871188,9.544223368,High,Brake Systems,54.34852614,Advanced,3.116632995,3.559517696,716.9527411,None,733.2058944
Aluminum,0.884997699,9.281146338,119.070659,30.868354,67.12911481,Lathe_B,Setting_3,0.013071562,ISO_9001,None,0.031486199,0.896053845,1.599460932,10.05201708,0.781049938,0.077006297,4.727074135,None,0.517789225,4.293005744,0.022002288,1.418526491,17.93769523,12.16196739,418.0015563,0.642592009,5.199627596,Intermediate,76.11320796,0.876213997,0.663982243,49.26093117,1.902951585,13992.82801,0.416577227,6.57954805,0.042665885,Grid Electricity,Evening,0.019009547,19,0.141921877,0.933009201,18.05209237,0.99475436,84.43201289,2,1.904045851,5,62.88176443,1.940220451,0.046059211,596.2973395,72.85542391,2.877556119,1.0543386,Urban,Low,0.247192317,10.84753915,5.682773696,0.218010076,4.323378153,62,Complex,14,14.29039795,4039.200208,0.068674178,Plastic,0.695298807,1.084215115,Low,21.87611213,43,31.29310103,0.738262873,8.608368917,827.9000472,354.9645614,No,6.189736789,0.017914057,18.01438834,Moderate,Brake Systems,107.865813,Advanced,2.686137572,2.657004232,365.7916365,None,1017.42669
Composite,0.879716555,12.44961869,108.5925103,23.08915867,58.16989618,CNC_1,Setting_1,0.009787252,ISO_9001,Major,0.573296255,0.929024943,0.096793049,6.709829184,0.723623634,0.078090511,8.255862197,Advanced,0.620775291,0.95741224,0.003426302,0.463241319,34.71541014,5.670277623,466.7364143,0.850767129,0.060236303,Intermediate,59.60172155,0.875749405,0.512005717,40.74300218,4.500024457,42917.99013,0.429469534,1.68906464,0.092864127,Grid Electricity,Day,0.023333311,13,0.262592488,0.777460693,5.391613822,0.940034413,83.12875672,2,1.296407321,1,53.63763116,1.833735156,0.09299011,365.6370601,46.71644113,4.013245591,6.665717177,Suburban,Medium,0.364175528,5.826027979,45.12557467,0.388848387,30.26352403,181,Moderate,10,3.718168485,1816.344746,0.003676774,Cardboard,3.7906178,1.258530051,Medium,18.96693412,62,43.47318562,0.422929341,8.616382252,865.0806332,179.8001051,Yes,4.782225124,0.258558452,13.52596716,Low,Brake Systems,107.9697568,Moderate,2.525501623,3.688566413,648.1681407,High,1042.877265
Steel,0.838239105,11.8602843,108.373699,21.47193475,53.12203499,Lathe_B,Setting_3,0.003689478,None,Major,0.283675516,0.924637687,1.023815104,2.669334684,0.578622189,0.047550774,8.518663861,None,0.418730279,1.630761371,0.028812318,1.23265633,36.55088509,12.3918369,436.8955974,0.560952545,0.285578007,Intermediate,88.39459211,0.877490693,0.884936182,38.84910562,12.82368652,13415.14403,0.258049146,0.737810269,0.033864367,Grid Electricity,Evening,0.083715761,40,0.18578484,0.840052024,13.84662868,0.93087295,92.31983019,2,0.688063777,0,55.43924749,1.863999415,0.09968993,757.3122682,169.5851299,2.077595395,5.873769271,Suburban,High,0.140547312,15.10997824,41.01164855,0.377543415,27.85816707,364,Moderate,17,22.9047432,765.8521686,0.015855757,Cardboard,4.842771268,0.780284441,Medium,20.67690683,22,46.45909818,0.602399822,5.181994332,281.8184173,271.7744811,Partial,9.048989609,0.031445485,14.76067388,Moderate,Brake Systems,185.01408,Basic,1.961016279,0.174268034,424.3590261,High,1068.595998
Plastic,0.848264561,6.753718694,120.4578862,29.49786953,66.14351684,Milling_A,Setting_2,0.010607757,None,Major,0.635295411,0.991522663,1.767363328,6.705556249,0.712725698,0.098720165,4.333816425,None,0.029604646,0.792414262,0.03225813,1.6263843,22.61632234,15.86045928,200.5343698,0.182371891,4.625256828,Intermediate,36.00025713,0.846890204,0.766174167,46.88647031,5.440846883,20112.49019,0.060681711,6.579954603,0.105487536,Grid Electricity,Day,0.062017835,16,0.195509752,0.867140978,18.14537546,0.901955822,61.65936117,3,1.501648099,4,45.83714813,0.378006608,0.008416529,366.4148873,29.62942047,10.03779092,7.840799968,Rural,High,0.357479069,8.727930555,46.57465146,0.448481783,35.0515069,80,Moderate,19,10.39966265,2110.588262,0.033402118,Plastic,4.869264489,1.454586623,Medium,29.83823947,35,22.57301182,0.727721283,9.896617898,705.6644413,332.4645258,Yes,9.065426749,0.403262661,9.475841797,High,Suspension,100.129942,Advanced,3.242822765,2.523603597,414.4173096,High,977.9061621
Steel,0.779246608,14.52400379,69.87174576,29.86985427,44.91749267,Lathe_B,Setting_2,0.081842284,None,Major,0.532213404,0.963949149,1.185555052,11.8544526,0.53772298,0.05232528,1.786257617,None,0.974403579,2.064429437,0.038594785,0.693171862,44.94329148,15.4146694,56.9540942,0.858136711,7.292644072,Beginner,4.522541313,0.855619212,0.577092123,42.8585659,20.91499654,21623.28644,0.150463567,9.596678134,0.129795924,Solar,Evening,0.041223161,49,0.187188903,0.883798372,0.846182523,0.928679283,84.98339519,3,1.529845251,1,87.01059957,1.239132077,0.018713687,776.9560945,84.74912449,7.998062429,4.046624779,Urban,Low,0.657152721,2.44668056,27.83422936,0.704622521,31.16338817,371,Moderate,15,6.551328099,3065.42142,0.021934997,None,1.308260371,4.935604566,Low,25.53330573,15,74.70040495,0.087522582,0.627180729,634.0637874,438.1248588,No,11.52596193,0.168309844,15.89275459,High,Chassis,119.3606767,Basic,2.670257522,2.889891522,605.1111771,High,734.5964162
Steel,0.947231996,5.625075861,61.84824484,23.05374188,63.04232691,CNC_1,Setting_2,0.023002709,ISO_14001,None,0.584400059,0.949601268,0.837765647,11.59521035,0.575805202,0.06320392,5.424692879,Advanced,0.832929734,3.794476054,0.021279533,1.458620168,35.52338497,17.72264692,411.8342713,0.351131038,5.00484533,Intermediate,39.69920481,0.904925732,0.888630285,48.56357339,1.600037071,23480.01161,0.840178893,0.923750665,0.114767804,Wind,Day,0.066048341,36,0.112499255,0.809892302,8.184187912,0.919516865,53.10898898,2,1.303812619,0,78.11197237,1.392726346,0.057239064,80.13731252,55.8697125,11.75829426,1.238208851,Suburban,High,0.577705858,1.618561733,11.49767822,0.579934543,39.86632129,49,Moderate,16,17.75894151,2537.060949,0.009898733,Metal,4.118012913,4.023303539,Medium,11.99909405,58,74.35528191,0.906672874,7.745705894,642.6117824,156.9584467,Partial,8.077257948,0.077040338,9.449790611,Low,Electrical,140.0570267,None,3.86767291,1.581281331,420.7448479,None,758.3777704
Aluminum,0.85583983,5.561982628,122.1858742,28.94563679,54.11567244,CNC_1,Setting_3,0.060375318,None,Minor,0.091251371,0.921391373,0.025123359,7.755217442,0.654837018,0.02838147,2.333408458,None,0.263218296,3.554167272,0.039971273,0.891724578,27.3315857,19.91549951,467.4147835,0.957830966,7.679733094,Beginner,17.75117162,0.829865688,0.67172245,49.4454404,22.1232846,33869.05482,0.700989887,2.044311076,0.190257216,Hydro,Day,0.035519243,24,0.083328571,0.789569246,13.87042795,0.954762628,67.75096364,2,1.92216459,2,54.53707669,1.60525915,0.097561907,524.0905441,153.910978,7.556660823,9.600938225,Rural,High,0.564608381,8.912614814,10.30804283,0.301702957,16.87282246,116,Complex,17,5.214089119,4571.116503,0.066530233,None,3.286919956,3.713113908,High,19.7175193,86,97.95209313,0.27998241,1.352738118,960.4862653,451.1687491,Yes,4.814257903,0.143051617,6.404182795,Moderate,Electrical,128.5674373,Basic,3.616625169,2.132611146,694.4230019,High,1115.427459
Plastic,0.78457936,4.867466071,124.7959555,29.88859596,55.27134404,CNC_1,Setting_2,0.0464465,ISO_14001,None,0.201861119,0.923227308,1.195383909,9.349817912,0.967437544,0.074277572,2.87549468,Advanced,0.218357208,1.15645591,0.020526587,1.00784622,31.77975925,11.3708349,127.7041368,0.236216604,9.448065315,Expert,45.8120526,0.801051468,0.583898951,33.73183045,21.83942725,31683.72003,0.064465866,2.62501564,0.178336866,Wind,Day,0.019390181,48,0.013200121,0.916710081,13.79586905,0.946871126,88.58697307,3,1.065151758,2,63.08781999,1.299039553,0.081725704,896.1017004,147.0401464,7.175788463,9.061786405,Rural,High,0.214021666,16.31087268,49.66681218,0.190371229,48.30069336,465,Moderate,13,13.20402703,950.4067932,0.05326071,Cardboard,0.865721039,1.983318077,High,27.91738385,12,19.45161952,0.637963066,6.694531699,284.9689218,339.6268443,Partial,9.138482179,0.321635462,3.158259025,Low,Brake Systems,61.85529925,None,1.562922335,3.383217207,325.0317705,High,969.4404406
Aluminum,0.829436799,8.402716833,111.3477098,32.72314005,53.15086925,Lathe_A,Setting_2,0.004528102,ISO_14001,Minor,0.487757449,0.854424528,1.997177955,9.898548717,0.68122136,0.013123883,8.108044808,Advanced,0.684223773,2.987362585,0.044904388,0.409120216,46.30490135,4.59256256,68.79537998,0.57707571,8.02618532,Intermediate,65.45873592,0.817103239,0.887150336,18.64080035,38.01364266,33676.44973,0.868820635,7.068337045,0.022536439,Hydro,Day,0.010025658,28,0.136001483,0.934248312,10.34225854,0.96185715,83.42799506,3,1.433972589,4,11.08863799,0.682195783,0.094400416,850.3113861,68.46669709,7.018738145,3.590005165,Rural,Low,0.774935055,17.62464498,17.18825973,0.864179672,20.80232901,362,Simple,1,2.261043728,1669.608764,0.001535892,Plastic,0.556213933,1.633837173,Low,21.22417548,62,27.24438681,0.415524561,5.40889796,619.6282293,66.47013763,No,6.325602178,0.078099427,19.6193803,Low,Brake Systems,100.3867537,None,1.375671748,1.287101893,749.1687223,None,886.7658405
Aluminum,0.801155695,8.291597592,115.4370747,31.06762383,59.22106427,Milling_A,Setting_1,0.02597883,ISO_9001,Minor,0.979132374,0.895827421,0.569486337,5.283251146,0.542223386,0.086755268,2.835644516,Advanced,0.272726471,1.486794733,0.003419264,0.561036126,49.6264191,14.16449528,254.8863479,0.024296447,8.153630735,Beginner,84.93597525,0.866919932,0.798126056,36.52309212,11.19227811,11222.83707,0.427955568,2.857300626,0.153551793,Wind,Night,0.066611487,6,0.182276636,0.670812241,0.306906538,0.926611441,71.55505271,1,1.776274638,3,44.44889123,1.172924079,0.05252099,163.6811752,71.84393432,5.514886686,3.540878576,Suburban,High,0.851430316,6.692167735,0.401819338,0.34181087,32.32320465,171,Complex,6,13.06836308,3669.324118,0.041622778,Metal,2.819291701,4.339150792,Medium,23.21567528,29,25.02445121,0.299531437,3.361684703,893.3893209,42.42059123,Partial,9.618284781,0.265721685,14.45345861,High,Chassis,69.11253936,None,3.82980767,2.749731958,766.0752296,None,944.6966804
Aluminum,0.820286333,15.84228038,103.7862253,29.43599254,49.8480702,Lathe_B,Setting_2,0.039334821,None,None,0.495350392,0.864974284,1.569322224,5.418491593,0.819724994,0.032343475,1.635954193,Advanced,0.169319241,1.870603469,0.037372492,1.232819972,24.62719553,4.926999068,421.1071262,0.153612549,7.784622039,Beginner,87.46459185,0.838837733,0.916652768,45.71883731,4.37626228,23742.58557,0.60922572,8.151359927,0.04139319,Solar,Night,0.043286619,7,0.205004343,0.609677569,9.446374527,0.957557648,69.60921043,3,1.776074742,0,29.4330501,0.341515225,0.026989353,581.7090042,10.34289018,11.78268272,8.706449304,Suburban,Low,0.184456462,2.05199977,42.26230785,0.315670814,24.79430362,178,Moderate,5,5.105586606,561.3003879,0.086369312,None,1.675724004,2.047514135,Low,29.5652122,40,39.49824877,0.009861901,6.867479118,932.8064872,456.711515,No,7.524889093,0.118027862,7.901449933,High,Brake Systems,144.945029,None,3.837496991,4.678418539,465.7353508,Low,970.3994429
Plastic,0.886403571,15.69190281,121.4638054,30.74407211,53.51702729,Lathe_B,Setting_3,0.006739799,None,Minor,0.288157569,0.93293795,0.065550548,10.46889488,0.720109152,0.064958114,1.948047262,Advanced,0.910928419,1.687374205,0.03723449,1.47332768,13.25254736,15.75119773,458.5532522,0.89907982,9.91963737,Expert,58.44222672,0.865118169,0.68982725,36.59487541,29.8111248,27120.05194,0.358421726,5.906484321,0.068098842,Wind,Evening,0.066707097,44,0.160528487,0.661255266,9.355940955,0.9405029,95.03080255,1,1.340767583,0,31.43250622,1.048658077,0.015681028,902.9335456,173.2981423,6.68666834,7.312639013,Suburban,Low,0.59056828,5.087675798,31.02280694,0.521583671,28.25017394,275,Complex,1,17.99088495,2810.614848,0.030444619,Metal,1.284298403,1.026541509,Medium,13.59371307,94,80.36041995,0.079748512,7.925170632,306.8404749,132.6611789,Partial,4.86095099,0.354285761,18.29104235,Moderate,Chassis,125.7404682,None,3.721410918,0.583673731,392.2824496,Moderate,1092.778318
Composite,0.790114986,8.71522324,85.20186658,20.50572408,53.88675003,Lathe_A,Setting_2,0.128010489,ISO_14001,Minor,0.65772035,0.910815935,0.030516745,1.253430436,0.674054442,0.036997777,4.604488953,None,0.471026692,4.163236536,0.038561455,1.467065748,39.02912015,9.208977042,168.246556,0.979325785,6.957112103,Beginner,4.551368859,0.91036502,0.961503772,17.40250658,6.296362652,45366.10992,0.50528031,8.962972611,0.004859935,Grid Electricity,Evening,0.017688688,6,0.051306372,0.668202153,5.392869556,0.944191289,70.45585136,3,0.659835899,2,15.9154645,0.3689846,0.081086101,544.8969875,110.9915751,7.889985381,7.116205958,Urban,High,0.927897917,19.61087842,25.44710702,0.835982548,29.47959635,322,Simple,11,5.867236714,1500.164506,0.036642799,Metal,1.026814269,3.241857804,Medium,10.21160358,39,52.386566,0.669128314,2.419742693,334.5678146,289.3260169,No,11.27271072,0.302341041,8.436264624,High,Brake Systems,71.0210693,Advanced,2.88532643,4.130797851,751.6567839,Low,753.567222
Steel,0.908519415,6.253827492,108.199442,25.42265336,48.27478622,Lathe_B,Setting_3,0.037725066,ISO_9001,None,0.695134931,0.937738946,0.211699835,4.328051406,0.824405038,0.038421651,7.71910446,None,0.654808467,1.754702526,0.000504362,0.306002285,26.90514278,10.86380398,29.64456195,0.880587396,7.022056822,Beginner,7.062797416,0.865553403,0.612334782,18.12005278,13.8038543,18629.29313,0.237846766,4.675718308,0.121856859,Hydro,Night,0.038694689,7,0.111722307,0.603692672,17.18574309,0.906785714,94.10806938,3,1.966367723,1,25.3930175,0.396788294,0.063027345,240.663685,58.36360171,4.019756671,0.612165969,Rural,High,0.82158182,15.4072088,20.3129062,0.186351508,30.33809393,84,Simple,9,6.346144149,3605.895671,0.059557281,None,4.297621396,4.790143924,Low,27.5493679,59,9.828631649,0.490354149,3.974754767,686.7236168,127.8619961,No,6.132899668,0.330205244,7.566698653,Moderate,Brake Systems,116.6825024,Moderate,1.531736193,0.260429097,524.2408526,None,784.3949283
